cod_siruta,cod_judet,denumire_judet,tip_uat,tip_uat_abrev,denumire_uat
10,1,Alba,11,CJ,CONSILIUL JUDETEAN
1017,1,Alba,12,M,ALBA  IULIA
1213,1,Alba,12,M,AIUD
1348,1,Alba,12,M,BLAJ
1874,1,Alba,12,M,SEBES
1151,1,Alba,13,O,ABRUD
2915,1,Alba,13,O,BAIA  DE  ARIES
1455,1,Alba,13,O,CAMPENI
1696,1,Alba,13,O,CUGIR
1794,1,Alba,13,O,OCNA  MURES
8096,1,Alba,13,O,TEIUS
1936,1,Alba,13,O,ZLATNA
2130,1,Alba,14,C,ALBAC
2309,1,Alba,14,C,ALMASU MARE
2381,1,Alba,14,C,ARIESENI
2577,1,Alba,14,C,AVRAM  IANCU
2988,1,Alba,14,C,BERGHIN
3039,1,Alba,14,C,BISTRA
3397,1,Alba,14,C,BLANDIANA
9026,1,Alba,14,C,BUCERDEA GRANOASA
3459,1,Alba,14,C,BUCIUM
3761,1,Alba,14,C,CENADE
3805,1,Alba,14,C,CERGAU
3841,1,Alba,14,C,CERU BACAINTI
3958,1,Alba,14,C,CETATEA  DE  BALTA
1071,1,Alba,14,C,CIUGUD
4008,1,Alba,14,C,CIURULEASA
4106,1,Alba,14,C,CALNIC
4142,1,Alba,14,C,CRICAU
4188,1,Alba,14,C,CRACIUNELUL DE JOS
9019,1,Alba,14,C,CUT
4240,1,Alba,14,C,DAIA  ROMANA
4268,1,Alba,14,C,DOSTAT
4302,1,Alba,14,C,FARAU
4366,1,Alba,14,C,GALDA DE JOS
4482,1,Alba,14,C,GARBOVA
4525,1,Alba,14,C,GARDA DE SUS
4703,1,Alba,14,C,HOPARTA
4767,1,Alba,14,C,HOREA
4927,1,Alba,14,C,IGHIU
4981,1,Alba,14,C,INTREGALDE
5103,1,Alba,14,C,JIDVEI
5167,1,Alba,14,C,LIVEZILE
5210,1,Alba,14,C,LOPADEA NOUA
5309,1,Alba,14,C,LUNCA  MURES
5336,1,Alba,14,C,LUPSA
5577,1,Alba,14,C,METES
5700,1,Alba,14,C,MIHALT
5755,1,Alba,14,C,MIRASLAU
5826,1,Alba,14,C,MOGOS
6048,1,Alba,14,C,NOSLAC
6119,1,Alba,14,C,OCOLIS
6164,1,Alba,14,C,OHABA
6217,1,Alba,14,C,PIANU
6271,1,Alba,14,C,POIANA  VADULUI
6397,1,Alba,14,C,PONOR
6468,1,Alba,14,C,POSAGA
6547,1,Alba,14,C,RADESTI
6592,1,Alba,14,C,RIMETEA
6627,1,Alba,14,C,RAMET
6761,1,Alba,14,C,ROSIA MONTANA
6930,1,Alba,14,C,ROSIA DE SECAS
6976,1,Alba,14,C,SALCIUA
7044,1,Alba,14,C,SALISTEA
7099,1,Alba,14,C,SASCIORI
7197,1,Alba,14,C,SCARISOARA
7348,1,Alba,14,C,SANCEL
7384,1,Alba,14,C,SANTIMBRU
7446,1,Alba,14,C,SOHODOL
7767,1,Alba,14,C,STREMT
7810,1,Alba,14,C,SIBOT
7865,1,Alba,14,C,SONA
7945,1,Alba,14,C,SPRING
8014,1,Alba,14,C,SUGAG
8158,1,Alba,14,C,UNIREA
8229,1,Alba,14,C,VADU MOTILOR
8354,1,Alba,14,C,VALEA  LUNGA
8425,1,Alba,14,C,VIDRA
8826,1,Alba,14,C,VINTU DE JOS
29,2,ARAD,11,CJ,CONSILIUL JUDETEAN
9262,2,ARAD,12,M,Arad
9459,2,ARAD,13,O,Chişineu-Criş
9495,2,ARAD,13,O,Curtici
9538,2,ARAD,13,O,Ineu
9574,2,ARAD,13,O,Lipova
9627,2,ARAD,13,O,Nădlac
9654,2,ARAD,13,O,Pâncota
11584,2,ARAD,13,O,Pecica
12091,2,ARAD,13,O,Sântana
9690,2,ARAD,13,O,Sebiş
9743,2,ARAD,14,C,Almaş
9798,2,ARAD,14,C,Apateu
9832,2,ARAD,14,C,Archiş
9887,2,ARAD,14,C,Bata
9930,2,ARAD,14,C,Beliu
10006,2,ARAD,14,C,Birchiş
10051,2,ARAD,14,C,Bârsa
10104,2,ARAD,14,C,Bârzava
10195,2,ARAD,14,C,Bocsig
10239,2,ARAD,14,C,Brazii
10293,2,ARAD,14,C,Buteni
10346,2,ARAD,14,C,Cărand
10373,2,ARAD,14,C,Cermei
10417,2,ARAD,14,C,Chisindia
10453,2,ARAD,14,C,Conop
10514,2,ARAD,14,C,Covăsânţ
10532,2,ARAD,14,C,Craiva
10649,2,ARAD,14,C,Dezna
10701,2,ARAD,14,C,Dieci
12912,2,ARAD,14,C,Dorobanţi
9280,2,ARAD,14,C,Fântânale
10827,2,ARAD,14,C,Felnac
12920,2,ARAD,14,C,Frumuşeni
10872,2,ARAD,14,C,Ghioroc
10916,2,ARAD,14,C,Grăniceri
10943,2,ARAD,14,C,Gurahonţ
11058,2,ARAD,14,C,Hălmagiu
11174,2,ARAD,14,C,Hălmăgel
11236,2,ARAD,14,C,Hăşmaş
11307,2,ARAD,14,C,Igneşti
11352,2,ARAD,14,C,Iratoşu
9333,2,ARAD,14,C,Livada
11398,2,ARAD,14,C,Macea
11423,2,ARAD,14,C,Mişca
11478,2,ARAD,14,C,Moneasa
11502,2,ARAD,14,C,Olari
11539,2,ARAD,14,C,Păuliş
11637,2,ARAD,14,C,Peregu - Mare
11664,2,ARAD,14,C,Petriş
11735,2,ARAD,14,C,Pilu
11762,2,ARAD,14,C,Pleşcuţa
11842,2,ARAD,14,C,Săvârşin
11940,2,ARAD,14,C,Secusigiu
11995,2,ARAD,14,C,Seleuş
12037,2,ARAD,14,C,Semlac
12055,2,ARAD,14,C,Sintea - Mare
12126,2,ARAD,14,C,Socodor
12144,2,ARAD,14,C,Şagu
12206,2,ARAD,14,C,Şeitin
12224,2,ARAD,14,C,Şepreuş
12242,2,ARAD,14,C,Şicula
12288,2,ARAD,14,C,Şilindia
12340,2,ARAD,14,C,Şimand
12368,2,ARAD,14,C,Şiria
12402,2,ARAD,14,C,Şiştarovăţ
9360,2,ARAD,14,C,Şofronea
12457,2,ARAD,14,C,Tauţ
12509,2,ARAD,14,C,Târnova
10765,2,ARAD,14,C,Ususău
12572,2,ARAD,14,C,Vărădia de Mureş
12643,2,ARAD,14,C,Vinga
12689,2,ARAD,14,C,Vârfurile
9397,2,ARAD,14,C,Vladimirescu
12778,2,ARAD,14,C,Zăbrani
12938,2,ARAD,14,C,Zădăreni
12812,2,ARAD,14,C,Zărand
12849,2,ARAD,14,C,Zerind
12876,2,ARAD,14,C,Zimandul Nou
38,3,ARGES,11,CJ,CONSILIUL JUDETEAN
13169,3,ARGES,12,M,Pitesti
13490,3,ARGES,12,M,Campulung
13622,3,ARGES,12,M,Curtea de Arges
13301,3,ARGES,13,O,Mioveni
13668,3,ARGES,13,O,Costesti
13757,3,ARGES,13,O,Topoloveni
13392,3,ARGES,13,O,Stefanesti
13819,3,ARGES,14,C,Albestii de Arges
13891,3,ARGES,14,C,Albestii de Muscel
13935,3,ARGES,14,C,Albota
13999,3,ARGES,14,C,Aninoasa
14049,3,ARGES,14,C,Arefu
13187,3,ARGES,14,C,Bascov
14085,3,ARGES,14,C,Babana
14165,3,ARGES,14,C,Baiculesti
14272,3,ARGES,14,C,Balilesti
14352,3,ARGES,14,C,Beleti-Negresti
14405,3,ARGES,14,C,Berevoesti
14450,3,ARGES,14,C,Birla
14584,3,ARGES,14,C,Bogati
14673,3,ARGES,14,C,Boteni
14726,3,ARGES,14,C,Botesti
13276,3,ARGES,14,C,Bradu
14753,3,ARGES,14,C,Bradulet
14851,3,ARGES,14,C,Budeasa
14922,3,ARGES,14,C,Bughea de Jos
14940,3,ARGES,14,C,Buzoiesti
15064,3,ARGES,14,C,Caldararu
15108,3,ARGES,14,C,Calinesti
15233,3,ARGES,14,C,Cateasca
15313,3,ARGES,14,C,Cepari
15402,3,ARGES,14,C,Cetateni
15448,3,ARGES,14,C,Cicanesti
15493,3,ARGES,14,C,Ciofrangeni
15554,3,ARGES,14,C,Ciomagesti
15652,3,ARGES,14,C,Cocu
15741,3,ARGES,14,C,Corbeni
15830,3,ARGES,14,C,Corbi
15901,3,ARGES,14,C,Cosesti
15983,3,ARGES,14,C,Cotmeana
16132,3,ARGES,14,C,Cuca
16285,3,ARGES,14,C,Davidesti
16329,3,ARGES,14,C,Dambovicioara
16365,3,ARGES,14,C,Darmanesti
16427,3,ARGES,14,C,Dobresti
16454,3,ARGES,14,C,Domnesti
16472,3,ARGES,14,C,Dragoslavele
16506,3,ARGES,14,C,Draganu
16551,3,ARGES,14,C,Godeni
16613,3,ARGES,14,C,Harsesti
16659,3,ARGES,14,C,Hartiesti
16739,3,ARGES,14,C,Izvoru
16757,3,ARGES,14,C,Leordeni
16908,3,ARGES,14,C,Leresti
16944,3,ARGES,14,C,Lunca Corbului
17049,3,ARGES,14,C,Malureni
13365,3,ARGES,14,C,Maracineni
17101,3,ARGES,14,C,Merisani
17209,3,ARGES,14,C,Micesti
17254,3,ARGES,14,C,Mihaesti
17334,3,ARGES,14,C,Mioarele
17398,3,ARGES,14,C,Mirosi
17423,3,ARGES,14,C,Moraresti
17496,3,ARGES,14,C,Mosoaia
17575,3,ARGES,14,C,Mozaceni
17619,3,ARGES,14,C,Musatesti
17726,3,ARGES,14,C,Negrasi
17771,3,ARGES,14,C,Nucsoara
17824,3,ARGES,14,C,Oarja
17851,3,ARGES,14,C,Pietrosani
18028,3,ARGES,14,C,Poiana Lacului
17913,3,ARGES,14,C,Poienarii de Arges
17968,3,ARGES,14,C,Poienarii de Muscel
18162,3,ARGES,14,C,Popesti
18242,3,ARGES,14,C,Priboieni
18331,3,ARGES,14,C,Ratesti
18411,3,ARGES,14,C,Recea
18475,3,ARGES,14,C,Rociu
18527,3,ARGES,14,C,Rucar
18554,3,ARGES,14,C,Salatrucu
18581,3,ARGES,14,C,Sapata
18670,3,ARGES,14,C,Schitu Golesti
18741,3,ARGES,14,C,Slobozia
18778,3,ARGES,14,C,Stalpeni
18858,3,ARGES,14,C,Stoenesti
18938,3,ARGES,14,C,Stolnici
19007,3,ARGES,14,C,Suseni
19114,3,ARGES,14,C,Stefan cel Mare
19141,3,ARGES,14,C,Suici
19212,3,ARGES,14,C,Teiu
19249,3,ARGES,14,C,Tigveni
19338,3,ARGES,14,C,Titesti
19392,3,ARGES,14,C,Uda
19560,3,ARGES,14,C,Ungheni
19631,3,ARGES,14,C,Valea Danului
19695,3,ARGES,14,C,Valea Iasului
13524,3,ARGES,14,C,Valea Mare Pravat
19793,3,ARGES,14,C,Vedea
19999,3,ARGES,14,C,Vladesti
20048,3,ARGES,14,C,Raca
20055,3,ARGES,14,C,Vulturesti
20063,3,ARGES,14,C,Bughea de Sus
47,4,BACAU,11,CJ,CONSILIUL JUDETEAN
20297,4,BACAU,12,M,BACAU
20563,4,BACAU,12,M,ONESTI
20876,4,BACAU,12,M,MOINESTI
20778,4,BACAU,13,O,BUHUSI
20821,4,BACAU,13,O,COMANESTI
22166,4,BACAU,13,O,DARMANESTI
20910,4,BACAU,13,O,SLANIC MOLDOVA
20965,4,BACAU,13,O,TG. OCNA
21007,4,BACAU,14,C,AGAS
21098,4,BACAU,14,C,ARDEOANI
21123,4,BACAU,14,C,ASAU
21196,4,BACAU,14,C,BALCANI
21249,4,BACAU,14,C,BERESTI- BISTRITA
21338,4,BACAU,14,C,BERESTI-TAZLAU
21418,4,BACAU,14,C,BERZUNTI
21454,4,BACAU,14,C,BARSANESTI
21506,4,BACAU,14,C,BLAGESTI
21560,4,BACAU,14,C,BOGDANESTI
21597,4,BACAU,14,C,BRUSTUROASA
21668,4,BACAU,14,C,BUHOCI
21720,4,BACAU,14,C,CASIN
21757,4,BACAU,14,C,CAIUTI
21855,4,BACAU,14,C,CLEJA
21891,4,BACAU,14,C,COLONESTI
21971,4,BACAU,14,C,CORBASCA
22059,4,BACAU,14,C,COTOFANESTI
22111,4,BACAU,14,C,DAMIENESTI
22237,4,BACAU,14,C,DEALU MORII
22380,4,BACAU,14,C,DOFTEANA
22460,4,BACAU,14,C,FARAOANI
22488,4,BACAU,14,C,FILIPENI
22576,4,BACAU,14,C,FILIPESTI
22665,4,BACAU,14,C,GAICEANA
22718,4,BACAU,14,C,GHIMES-FAGET
22781,4,BACAU,14,C,GARLENI
22834,4,BACAU,14,C,GLAVANESTI
20607,4,BACAU,14,C,GURA VAII
22898,4,BACAU,14,C,HELEGIU
20313,4,BACAU,14,C,HEMEIUSI
22941,4,BACAU,14,C,HORGESTI
23047,4,BACAU,14,C,HURUIESTI
23127,4,BACAU,14,C,IZVORU BERHECIULUI
20359,4,BACAU,14,C,LETEA VECHE
23207,4,BACAU,14,C,LIPOVA
23289,4,BACAU,14,C,LIVEZI
23350,4,BACAU,14,C,LUIZI CALUGARA
23387,4,BACAU,14,C,MAGIRESTI
20411,4,BACAU,14,C,MAGURA
20466,4,BACAU,14,C,MARGINENI
23449,4,BACAU,14,C,MANASTIREA CASIN
23494,4,BACAU,14,C,MOTOSENI
23644,4,BACAU,14,C,NEGRI
23715,4,BACAU,14,C,NICOLAE BALCESCU
23797,4,BACAU,14,C,OITUZ
23868,4,BACAU,14,C,ONCESTI
23948,4,BACAU,14,C,ORBENI
23975,4,BACAU,14,C,PALANCA
24034,4,BACAU,14,C,PARAVA
24089,4,BACAU,14,C,PARINCEA
24187,4,BACAU,14,C,PANCESTI
24276,4,BACAU,14,C,PARGARESTI
24338,4,BACAU,14,C,PARJOL
24427,4,BACAU,14,C,PLOPANA
24524,4,BACAU,14,C,PODU TURCULUI
24631,4,BACAU,14,C,PODURI
24711,4,BACAU,14,C,RACOVA
24766,4,BACAU,14,C,RACACIUNI
24999,4,BACAU,14,C,ROSIORI
24837,4,BACAU,14,C,RACHITOASA
25068,4,BACAU,14,C,SASCUT
25148,4,BACAU,14,C,SANDULENI
25228,4,BACAU,14,C,SAUCESTI
25291,4,BACAU,14,C,SCORTENI
25362,4,BACAU,14,C,SECUIENI
25488,4,BACAU,14,C,SOLONT
25521,4,BACAU,14,C,STANISESTI
20670,4,BACAU,14,C,STEFAN CEL MARE
25629,4,BACAU,14,C,STRUGARI
25692,4,BACAU,14,C,TAMASI
25745,4,BACAU,14,C,TATARASTI
25825,4,BACAU,14,C,TG.TROTUS
25861,4,BACAU,14,C,TRAIAN
25932,4,BACAU,14,C,UNGURENI
26029,4,BACAU,14,C,URECHESTI
26083,4,BACAU,14,C,VALEA SEACA
26118,4,BACAU,14,C,VULTURENI
26289,4,BACAU,14,C,ZEMES
26320,4,BACAU,14,C,SARATA
26338,4,BACAU,14,C,BUCIUMI
26346,4,BACAU,14,C,GIOSENI
26353,4,BACAU,14,C,ODODESTI
26361,4,BACAU,14,C,PRAJESTI
26379,4,BACAU,14,C,ITESTI
56,5,BIHOR,11,CJ,CONSILIUL JUDETEAN
26804,5,BIHOR,12,M,BEIUS
26877,5,BIHOR,12,M,MARGHITA
26564,5,BIHOR,12,M,ORADEA
26975,5,BIHOR,12,M,SALONTA
26699,5,BIHOR,13,O,ALESD
26920,5,BIHOR,13,O,NUCET
30915,5,BIHOR,13,O,SACUIENI
26840,5,BIHOR,13,O,STEI
32027,5,BIHOR,13,O,VALEA LUI MIHAI
27007,5,BIHOR,13,O,VASCAU
27070,5,BIHOR,14,C,ABRAM
27169,5,BIHOR,14,C,ABRAMUT
26742,5,BIHOR,14,C,ASTILEU
27212,5,BIHOR,14,C,AUSEU
27285,5,BIHOR,14,C,AVRAM IANCU
27329,5,BIHOR,14,C,BALC
27383,5,BIHOR,14,C,BATAR
27436,5,BIHOR,14,C,BIHARIA
27506,5,BIHOR,14,C,BOIANU MARE
27560,5,BIHOR,14,C,BOROD
27631,5,BIHOR,14,C,BORS
27686,5,BIHOR,14,C,BRATCA
27757,5,BIHOR,14,C,BRUSTURI
27846,5,BIHOR,14,C,BUDUREASA
27908,5,BIHOR,14,C,BUDUSLAU
27935,5,BIHOR,14,C,BULZ
27971,5,BIHOR,14,C,BUNTESTI
28077,5,BIHOR,14,C,CABESTI
28139,5,BIHOR,14,C,CAPALNA
28193,5,BIHOR,14,C,CARPINET
28246,5,BIHOR,14,C,CEFA
28335,5,BIHOR,14,C,CEICA
28415,5,BIHOR,14,C,CETARIU
28497,5,BIHOR,14,C,CHERECHIU
28530,5,BIHOR,14,C,CHISLAZ
28610,5,BIHOR,14,C,CIUHOI
28665,5,BIHOR,14,C,CIUMEGHIU
28709,5,BIHOR,14,C,CAMPANI
28763,5,BIHOR,14,C,COCIUBA MARE
28816,5,BIHOR,14,C,COPACEL
28889,5,BIHOR,14,C,CRISTIORU DE JOS
28941,5,BIHOR,14,C,CURATELE
29001,5,BIHOR,14,C,CURTUIUSENI
29038,5,BIHOR,14,C,DERNA
29092,5,BIHOR,14,C,DIOSIG
29154,5,BIHOR,14,C,DOBRESTI
29243,5,BIHOR,14,C,DRAGANESTI
29341,5,BIHOR,14,C,DRAGESTI
29403,5,BIHOR,14,C,FINIS
32195,5,BIHOR,14,C,GEPIU
29467,5,BIHOR,14,C,GIRIS DE CRIS
29519,5,BIHOR,14,C,HIDISELU DE SUS
29573,5,BIHOR,14,C,HOLOD
29662,5,BIHOR,14,C,HUSASAU DE TINCA
29724,5,BIHOR,14,C,INEU
29760,5,BIHOR,14,C,LAZURI DE BEIUS
29813,5,BIHOR,14,C,LAZARENI
29902,5,BIHOR,14,C,LUGASU DE JOS
29948,5,BIHOR,14,C,LUNCA
30014,5,BIHOR,14,C,MADARAS
30069,5,BIHOR,14,C,MAGESTI
30149,5,BIHOR,14,C,NOJORID
30229,5,BIHOR,14,C,OLCEA
30274,5,BIHOR,14,C,OSORHEI
32161,5,BIHOR,14,C,PALEU
30336,5,BIHOR,14,C,PIETROASA
30416,5,BIHOR,14,C,POCOLA
30470,5,BIHOR,14,C,POMEZEU
30568,5,BIHOR,14,C,POPESTI
30648,5,BIHOR,14,C,RABAGANI
30719,5,BIHOR,14,C,REMETEA
30773,5,BIHOR,14,C,RIENI
30844,5,BIHOR,14,C,ROSIA
32187,5,BIHOR,14,C,ROSIORI
30871,5,BIHOR,14,C,SACADAT
30988,5,BIHOR,14,C,SALACEA
31011,5,BIHOR,14,C,SALARD
31057,5,BIHOR,14,C,SAMBATA
26582,5,BIHOR,14,C,SANMARTIN
26653,5,BIHOR,14,C,SANTANDREI
32179,5,BIHOR,14,C,SANICOLAUL ROMAN
31128,5,BIHOR,14,C,SARBI
31208,5,BIHOR,14,C,SPINUS
31262,5,BIHOR,14,C,SUPLACUL DE BARCAU
31333,5,BIHOR,14,C,SIMIAN
31379,5,BIHOR,14,C,SINTEU
31422,5,BIHOR,14,C,SOIMI
31510,5,BIHOR,14,C,SUNCUIUS
31565,5,BIHOR,14,C,TARCEA
32153,5,BIHOR,14,C,TAMASEU
31609,5,BIHOR,14,C,TARCAIA
31654,5,BIHOR,14,C,TAUTEU
31716,5,BIHOR,14,C,TILEAGD
31789,5,BIHOR,14,C,TINCA
31841,5,BIHOR,14,C,TULCA
31878,5,BIHOR,14,C,TETCHEA
31921,5,BIHOR,14,C,UILEACU DE BEIUS
31976,5,BIHOR,14,C,VADU CRISULUI
32045,5,BIHOR,14,C,VIISOARA
32090,5,BIHOR,14,C,VARCIOROG
32201,5,BIHOR,14,C,TOBOLIU
65,6,BISTRITA-NASAUD,11,CJ,CONSILIUL JUDETEAN
32394,6,BISTRITA-NASAUD,12,M,BISTRITA
32483,6,BISTRITA-NASAUD,13,O,BECLEAN
32544,6,BISTRITA-NASAUD,13,O,NASAUD
32599,6,BISTRITA-NASAUD,13,O,SINGEORZ BAI
32633,6,BISTRITA-NASAUD,14,C,BISTRITA BIRGAULUI
32660,6,BISTRITA-NASAUD,14,C,BRANISTE
32704,6,BISTRITA-NASAUD,14,C,BUDACU DE JOS
32768,6,BISTRITA-NASAUD,14,C,BUDESTI
32811,6,BISTRITA-NASAUD,14,C,CAIANU MIC
32884,6,BISTRITA-NASAUD,14,C,CETATE
32955,6,BISTRITA-NASAUD,14,C,CICEU GIURGESTI
179953,6,BISTRITA-NASAUD,14,C,CICEU MIHAIESTI
33015,6,BISTRITA-NASAUD,14,C,CHIOCHIS
33122,6,BISTRITA-NASAUD,14,C,CHIUZA
33177,6,BISTRITA-NASAUD,14,C,COSBUC
33202,6,BISTRITA-NASAUD,14,C,DUMITRA
179686,6,BISTRITA-NASAUD,14,C,DUMITRITA
33248,6,BISTRITA-NASAUD,14,C,FELDRU
33275,6,BISTRITA-NASAUD,14,C,GALATII BISTRITEI
33337,6,BISTRITA-NASAUD,14,C,ILVA MARE
33364,6,BISTRITA-NASAUD,14,C,ILVA MICA
33382,6,BISTRITA-NASAUD,14,C,JOSENII BIRGAULUI
33435,6,BISTRITA-NASAUD,14,C,LECHINTA
33514,6,BISTRITA-NASAUD,14,C,LESU
33541,6,BISTRITA-NASAUD,14,C,LIVEZILE
33603,6,BISTRITA-NASAUD,14,C,LUNCA ILVEI
33621,6,BISTRITA-NASAUD,14,C,MAIERU
33658,6,BISTRITA-NASAUD,14,C,MATEI
33729,6,BISTRITA-NASAUD,14,C,MAGURA ILVEI
33765,6,BISTRITA-NASAUD,14,C,MARISELU
33845,6,BISTRITA-NASAUD,14,C,MICESTII DE CIMPIE
33881,6,BISTRITA-NASAUD,14,C,MILAS
33952,6,BISTRITA-NASAUD,14,C,MONOR
179659,6,BISTRITA-NASAUD,14,C,NEGRILESTI
33989,6,BISTRITA-NASAUD,14,C,NIMIGEA
34075,6,BISTRITA-NASAUD,14,C,NUSENI
34155,6,BISTRITA-NASAUD,14,C,PARVA
34173,6,BISTRITA-NASAUD,14,C,PETRU RARES
179720,6,BISTRITA-NASAUD,14,C,POIANA ILVEI
34235,6,BISTRITA-NASAUD,14,C,PRUNDU BIRGAULUI
34262,6,BISTRITA-NASAUD,14,C,REBRA
34280,6,BISTRITA-NASAUD,14,C,REBRISOARA
34333,6,BISTRITA-NASAUD,14,C,RODNA
34360,6,BISTRITA-NASAUD,14,C,ROMULI
179944,6,BISTRITA-NASAUD,14,C,RUNCU SALVEI
34397,6,BISTRITA-NASAUD,14,C,SALVA
34422,6,BISTRITA-NASAUD,14,C,SILIVASU DE CIMPIE
34477,6,BISTRITA-NASAUD,14,C,SINMIHAIU DE CIMPIE
34547,6,BISTRITA-NASAUD,14,C,SPERMEZEU
34618,6,BISTRITA-NASAUD,14,C,SANT
34645,6,BISTRITA-NASAUD,14,C,SIEU
34850,6,BISTRITA-NASAUD,14,C,SIEUT
34690,6,BISTRITA-NASAUD,14,C,SIEU MAGHERUS
34770,6,BISTRITA-NASAUD,14,C,SIEU ODORHEI
34903,6,BISTRITA-NASAUD,14,C,SINTEREAG
34985,6,BISTRITA-NASAUD,14,C,TEACA
35054,6,BISTRITA-NASAUD,14,C,TELCIU
35090,6,BISTRITA-NASAUD,14,C,TIHA BIRGAULUI
35152,6,BISTRITA-NASAUD,14,C,TIRLISUA
35269,6,BISTRITA-NASAUD,14,C,URIU
35312,6,BISTRITA-NASAUD,14,C,URMENIS
35429,6,BISTRITA-NASAUD,14,C,ZAGRA
74,7,BOTOSANI,11,CJ,CONSILIUL JUDETEAN
35731,7,BOTOSANI,12,M,Botosani
36006,7,BOTOSANI,12,M,Dorohoi
36453,7,BOTOSANI,13,O,Bucecea
35946,7,BOTOSANI,13,O,Darabani
37280,7,BOTOSANI,13,O,Flaminzi
36060,7,BOTOSANI,13,O,Saveni
39168,7,BOTOSANI,13,O,Stefanesti
40035,7,BOTOSANI,14,C,Adaseni
36131,7,BOTOSANI,14,C,Albesti
36202,7,BOTOSANI,14,C,Avrameni
36300,7,BOTOSANI,14,C,Baluseni
39983,7,BOTOSANI,14,C,Blandesti
36373,7,BOTOSANI,14,C,Braesti
36426,7,BOTOSANI,14,C,Broscauti
36499,7,BOTOSANI,14,C,Calarasi
39967,7,BOTOSANI,14,C,Candesti
36532,7,BOTOSANI,14,C,Concesti
36569,7,BOTOSANI,14,C,Copalau
36649,7,BOTOSANI,14,C,Cordareni
36676,7,BOTOSANI,14,C,Corlateni
36756,7,BOTOSANI,14,C,Corni
39975,7,BOTOSANI,14,C,Cosula
36809,7,BOTOSANI,14,C,Cotusca
36907,7,BOTOSANI,14,C,Cristesti
36952,7,BOTOSANI,14,C,Cristinesti
35759,7,BOTOSANI,14,C,Curtesti
37011,7,BOTOSANI,14,C,Dersca
39959,7,BOTOSANI,14,C,Dimacheni
37057,7,BOTOSANI,14,C,Dingeni
37100,7,BOTOSANI,14,C,Dobarceni
37173,7,BOTOSANI,14,C,Draguseni
37217,7,BOTOSANI,14,C,Durnesti
37324,7,BOTOSANI,14,C,Frumusica
37397,7,BOTOSANI,14,C,George Enescu
37459,7,BOTOSANI,14,C,Gorbanesti
37547,7,BOTOSANI,14,C,Havarna
37618,7,BOTOSANI,14,C,Hanesti
37672,7,BOTOSANI,14,C,Hiliseu
37734,7,BOTOSANI,14,C,Hlipiceni
37770,7,BOTOSANI,14,C,Hudesti
37823,7,BOTOSANI,14,C,Ibanesti
37850,7,BOTOSANI,14,C,Leorda
39942,7,BOTOSANI,14,C,Lozna
37912,7,BOTOSANI,14,C,Lunca
37958,7,BOTOSANI,14,C,Manoleasa
38063,7,BOTOSANI,14,C,Mihai Eminescu
38161,7,BOTOSANI,14,C,Mihaileni
38241,7,BOTOSANI,14,C,Mihalaseni
38321,7,BOTOSANI,14,C,Mileanca
38376,7,BOTOSANI,14,C,Mitoc
38456,7,BOTOSANI,14,C,Nicseni
38492,7,BOTOSANI,14,C,Paltinis
38544,7,BOTOSANI,14,C,Pomarla
38580,7,BOTOSANI,14,C,Prajeni
35839,7,BOTOSANI,14,C,Rachiti
38633,7,BOTOSANI,14,C,Radauti Prut
38679,7,BOTOSANI,14,C,Rauseni
38731,7,BOTOSANI,14,C,Ripiceni
38811,7,BOTOSANI,14,C,Roma
38848,7,BOTOSANI,14,C,Romanesti
38893,7,BOTOSANI,14,C,Santa Mare
35884,7,BOTOSANI,14,C,Stauceni
38982,7,BOTOSANI,14,C,Suharau
39051,7,BOTOSANI,14,C,Sulita
39122,7,BOTOSANI,14,C,Sendriceni
39220,7,BOTOSANI,14,C,Stiubieni
39266,7,BOTOSANI,14,C,Todireni
39328,7,BOTOSANI,14,C,Trusesti
39391,7,BOTOSANI,14,C,Tudora
39417,7,BOTOSANI,14,C,Ungureni
39532,7,BOTOSANI,14,C,Unteni
39612,7,BOTOSANI,14,C,Vaculesti
39658,7,BOTOSANI,14,C,Viisoara
39694,7,BOTOSANI,14,C,Virfu Cimpului
39738,7,BOTOSANI,14,C,Vladeni
39792,7,BOTOSANI,14,C,Vlasinesti
39836,7,BOTOSANI,14,C,Vorniceni
39872,7,BOTOSANI,14,C,Vorona
83,8,BRASOV,11,CJ,CONSILIUL JUDETEAN
40198,8,BRASOV,12,M,BRASOV
40278,8,BRASOV,12,M,FAGARAS
40241,8,BRASOV,12,M,CODLEA
40438,8,BRASOV,12,M,SACELE
40394,8,BRASOV,13,O,RUPEA
40367,8,BRASOV,13,O,RASNOV
40303,8,BRASOV,13,O,PREDEAL
40465,8,BRASOV,13,O,VICTORIA
40492,8,BRASOV,13,O,ZARNESTI
40214,8,BRASOV,13,O,GHIMBAV
40526,8,BRASOV,14,C,APATA
42498,8,BRASOV,14,C,AUGUSTIN
40544,8,BRASOV,14,C,BECLEAN
40606,8,BRASOV,14,C,BOD
40633,8,BRASOV,14,C,BRAN
40688,8,BRASOV,14,C,BUDILA
40704,8,BRASOV,14,C,BUNESTI
40768,8,BRASOV,14,C,CATA
40820,8,BRASOV,14,C,CINCU
40857,8,BRASOV,14,C,COMANA
42456,8,BRASOV,14,C,CRIZBAV
40900,8,BRASOV,14,C,CRISTIAN
42480,8,BRASOV,14,C,DRAGUS
40928,8,BRASOV,14,C,DUMBRAVITA
